,tweet_id,tweet_text,language,tweet_created_at,retweet_count,favorite_count,hashtags,user_id,user_name,user_screen_name,user_loc,user_follower,friends_count,media,tweet_url
818,1323296401783181313,"#30DayMapChallenge 
Day 1 - #Points 
This map shows the locations of dug wells and springs in Ireland 🗺️🛰️
Date : Geological Survey of Ireland @GeolSurvIE 
Map made with @ArcGISOnline 
#remotesensing #ireland 
@tjukanov https://t.co/j3i58baC6e",en,2020-11-02 16:10:22,1,8,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Points', 'indices': [28, 35]}, {'text': 'remotesensing', 'indices': [185, 199]}, {'text': 'ireland', 'indices': [200, 208]}]",549843007,Richa Marwaha,richa_marwaha,Ireland,195,572,http://pbs.twimg.com/media/El1Jmx5WoAIjV_x.jpg,https://t.co/j3i58baC6e
835,1323288492919590912,"#30DayMapChallenge 
Day 1 - #Points 
👉DataSet Provider - United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC)
👉Each point feature depicts as Protected Areas

Here is my #EarthEngine script: https://t.co/7bZH8D5EvP https://t.co/nGv5OSL9HI",en,2020-11-02 15:38:56,2,5,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Points', 'indices': [28, 35]}, {'text': 'EarthEngine', 'indices': [204, 216]}]",929981776834863104,BOOM,bhupathi_boom,milky way,58,208,http://pbs.twimg.com/media/El1Bz4uUYAEUFTj.jpg,https://t.co/7bZH8D5EvP
845,1323284416526012422,"Day 2: lines

Having basically stumbled into a ""map noise"" theme, I took day 1's points and connected them each to their nearest neighbor and to the state centroid, making a . . . blade pattern? Sure. Clearly looks cooler on its own.

https://t.co/aYZGeZQpVT

#30DayMapChallenge https://t.co/s60OymYVTG",en,2020-11-02 15:22:44,1,5,"[{'text': '30DayMapChallenge', 'indices': [260, 278]}]",278873782,Map/,vtcraghead,"Burlington, VT",3642,857,http://pbs.twimg.com/media/El0_GroWkAYGqoI.jpg,https://t.co/aYZGeZQpVT
847,1323283863074951169,My delayed #30DayMapChallenge entry for day 1 (points) is an interactive map of points that has a point... places offering support for those on free school meals over the half-term break. The offers were crowd-sourced and I mapped them https://t.co/i6NOCkkOIA https://t.co/7BXmhRh1Yk,en,2020-11-02 15:20:33,1,4,"[{'text': '30DayMapChallenge', 'indices': [11, 29]}]",6408382,Stuart,astronomyblog,Yorkshire,8110,343,http://pbs.twimg.com/media/El0_b1fXYAA6eZW.jpg,https://t.co/i6NOCkkOIA
884,1323263480951164928,"i can't do every #30DayMapChallenge but i'll share my Keith Haring-inspired tileset. combo of Day 1 (Points) w/ cities signified by hearts (zoom out!), and Day 2 (Lines) w/ major roads as his bold borders, and minor ones reflecting flourishes
https://t.co/rlOokmXMSs https://t.co/BR0XsgGDy9",en,2020-11-02 13:59:33,1,3,"[{'text': '30DayMapChallenge', 'indices': [17, 35]}]",966993762,"love, lily🌈",lilyhoutman,,172,560,http://pbs.twimg.com/media/El0s0HVXUAAVW11.jpg,https://t.co/rlOokmXMSs
886,1323261916903579650,#30DayMapChallenge - Day 1 - Points. All Scottish league &amp; Highland league grounds that existed back in 2007. An early and largely unsuccessful battle with ArcMap and labelling! Created for a couple of lads whose ambition was to visit every ground. https://t.co/KJgg1QxMxQ,en,2020-11-02 13:53:20,1,5,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",511040524,Dave Miller,raveydave76,Aberdeen,41,182,http://pbs.twimg.com/media/El0qU_QX0AYw79d.jpg,https://t.co/KJgg1QxMxQ
911,1323249626863050752,"Day 1 #30DayMapChallenge (late in posting). Points. Breweries in Wisconsin. Updates for a current project.

https://t.co/KHvADJoDcy

https://t.co/T1B5lAhNiN https://t.co/FXJdrZYwJ6",en,2020-11-02 13:04:30,1,3,"[{'text': '30DayMapChallenge', 'indices': [6, 24]}]",42470250,Erin Caughey,erin_caughey,Milwaukee,1177,1857,http://pbs.twimg.com/media/El0gYzzWMAAMLTb.jpg,https://t.co/KHvADJoDcy
912,1323249563927535629,"Day 1 - Points, late to the game #30DayMapChallenge, mapping part of Abbasid Caliphate using #rspatial https://t.co/wjnQKiIlZK",en,2020-11-02 13:04:15,3,5,"[{'text': '30DayMapChallenge', 'indices': [33, 51]}, {'text': 'rspatial', 'indices': [93, 102]}]",1109429181266436097,Michal Michalski ***** ***,topographos2,"Edinburgh, Scotland",293,710,http://pbs.twimg.com/media/El0f4qLWoAA3722.png,https://t.co/wjnQKiIlZK
918,1323243367434780672,"We join #30DayMapChallenge  🌍🗺️
Day 1 - Points
IDE Andorra Points of Interest guide map. 
https://t.co/je5Zls3PXK https://t.co/nsPAq0cYbZ",en,2020-11-02 12:39:38,2,6,"[{'text': '30DayMapChallenge', 'indices': [8, 26]}]",2342154006,Àrea de cartografia,areacartografia,Govern d'Andorra,306,693,http://pbs.twimg.com/media/El0XAzzX0AAfZK7.jpg,https://t.co/je5Zls3PXK
938,1323234477200543744,"Day 1- #30DayMapChallenge - Points. Communities within 200m of major roadways are very susceptible to air pollution problems and are also likely to suffer #COVID19 related complications. Rural communities are not left out in Nigeria.
#AirPollution #QGIS #OpenScience #PublicHealth https://t.co/UPPR66rHdQ",en,2020-11-02 12:04:18,3,5,"[{'text': '30DayMapChallenge', 'indices': [7, 25]}, {'text': 'COVID19', 'indices': [155, 163]}, {'text': 'AirPollution', 'indices': [234, 247]}, {'text': 'QGIS', 'indices': [248, 253]}, {'text': 'OpenScience', 'indices': [254, 266]}, {'text': 'PublicHealth', 'indices': [267, 280]}]",1166373999343017986,Oluwatobi,tobi_aiyelokun,,251,695,http://pbs.twimg.com/media/El0ReaoWMAE9dpk.jpg,https://t.co/UPPR66rHdQ
944,1323230822783197185,"Day 1 of #30DayMapChallenge - Points. 
Communities within 200m of major roadways are very susceptible to air pollution problems. Rural communities are not left out in Nigeria. https://t.co/wxrRWcO7Xn",en,2020-11-02 11:49:47,2,3,"[{'text': '30DayMapChallenge', 'indices': [9, 27]}]",1166373999343017986,Oluwatobi,tobi_aiyelokun,,251,695,http://pbs.twimg.com/media/El0PMVsXUAcOTr1.jpg,https://t.co/wxrRWcO7Xn
946,1323227507382996993,late entry day 1 of #30DayMapChallenge #points #Hexagon #MAppEnterprise https://t.co/OPv99mIGrf,en,2020-11-02 11:36:36,1,1,"[{'text': '30DayMapChallenge', 'indices': [20, 38]}, {'text': 'points', 'indices': [39, 46]}, {'text': 'Hexagon', 'indices': [47, 55]}, {'text': 'MAppEnterprise', 'indices': [56, 71]}]",424357259,Richard Goodman,dbgoody,Inside too much,254,1268,http://pbs.twimg.com/media/El0MR7fXIAINxnY.jpg,https://t.co/OPv99mIGrf
982,1323208009531744257,"🗺️ #30DayMapChallenge - Day 1 - Points - 
Settlements bearing the name of the 🌞🌛 Székelys, an ethnic Hungarian sub-group within Romania.

Wiki: https://t.co/uMHSZjXBFu https://t.co/pPUj4ayERJ",en,2020-11-02 10:19:08,2,13,"[{'text': '30DayMapChallenge', 'indices': [3, 21]}]",800277926348324864,Arnold Platon,Arnold_Platon,"Nice, France",1994,1454,http://pbs.twimg.com/media/Elz6bz9WkAgTfxY.jpg,https://t.co/uMHSZjXBFu
988,1323205559676555264,"Day 1 Points #30DayMapChallenge
the slot machines in Trento (2015)
https://t.co/85QUDR2wfh https://t.co/onLzzLjNba",en,2020-11-02 10:09:24,1,0,"[{'text': '30DayMapChallenge', 'indices': [13, 31]}]",5159271,Maurizio Napolitano,napo,"Trento, Italy, Europe",5042,1789,http://pbs.twimg.com/media/Elz4ZJ6W0AElR0e.png,https://t.co/85QUDR2wfh
994,1323203143140810752,day 1 (points): Map of Camps #30DayMapChallenge https://t.co/1GcTGraT9T,en,2020-11-02 09:59:47,8,14,"[{'text': '30DayMapChallenge', 'indices': [29, 47]}]",1035417413586694144,neocarto,neocartocnrs,Paris,1189,370,http://pbs.twimg.com/media/Elz2OvNXEAAItfe.jpg,https://t.co/1GcTGraT9T
1000,1323199202726391816,"My belated entry for day 1 of #30DayMapChallenge - ""Points"". This is a map made entirely of points with a point for every place with ""point"" in the name. Interactive version here: https://t.co/EavbLMfcXp https://t.co/c7hGJKktNp",en,2020-11-02 09:44:08,1,9,"[{'text': '30DayMapChallenge', 'indices': [30, 48]}]",19331692,David Kane,kanedr,London,2231,2879,http://pbs.twimg.com/media/ElzyaB3XEAA0fM7.png,https://t.co/EavbLMfcXp
1027,1323180026607579136,"#30DayMapChallenge Day 1 : Points
#Togo  #Lome : Mapping of illegal waste dumps in Darabakondji 
 
Made with Carto DB https://t.co/HEMfRYnsps",en,2020-11-02 08:27:56,1,1,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Togo', 'indices': [34, 39]}, {'text': 'Lome', 'indices': [41, 46]}]",847872828267536386,AKOUETE Franck,Franck_Akouete,République Togolaise,874,2910,http://pbs.twimg.com/media/ElzezrZWoAMSQBZ.png,https://t.co/HEMfRYnsps
1035,1323170932270116864,"#30DayMapChallenge Day 1 #Points (2/2)

Found some time to make a map of field goals made by teams in @uaap_official Season 81.

FG data extracted from FIBA LiveStats shot charts and maps made in @QGIS. 

#NU #UE #UPFightingMaroons #UST

#QGIS #BNHR #BasketballXSpatial #UAAP https://t.co/qRsERc3O0I",en,2020-11-02 07:51:48,0,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Points', 'indices': [25, 32]}, {'text': 'NU', 'indices': [205, 208]}, {'text': 'UE', 'indices': [209, 212]}, {'text': 'UPFightingMaroons', 'indices': [213, 231]}, {'text': 'UST', 'indices': [232, 236]}, {'text': 'QGIS', 'indices': [238, 243]}, {'text': 'BNHR', 'indices': [244, 249]}, {'text': 'BasketballXSpatial', 'indices': [250, 269]}, {'text': 'UAAP', 'indices': [270, 275]}]",1179527994483720192,BNHR,BNHRdotXYZ,Philippines,269,245,http://pbs.twimg.com/media/ElzV6sdU0AIufXR.jpg,https://t.co/qRsERc3O0I
1036,1323170918919630849,"#30DayMapChallenge Day 1 #Points (1/2)

Found some time to make a map of field goals made by teams in @uaap_official Season 81.

FG data extracted from FIBA LiveStats shot charts and maps made in @QGIS. 

#Ateneo #Adamson #DLSU #FEU

#QGIS #BNHR #BasketballXSpatial #UAAP https://t.co/2atlt1WH6w",en,2020-11-02 07:51:45,1,3,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Points', 'indices': [25, 32]}, {'text': 'Ateneo', 'indices': [205, 212]}, {'text': 'Adamson', 'indices': [213, 221]}, {'text': 'DLSU', 'indices': [222, 227]}, {'text': 'FEU', 'indices': [228, 232]}, {'text': 'QGIS', 'indices': [234, 239]}, {'text': 'BNHR', 'indices': [240, 245]}, {'text': 'BasketballXSpatial', 'indices': [246, 265]}, {'text': 'UAAP', 'indices': [266, 271]}]",1179527994483720192,BNHR,BNHRdotXYZ,Philippines,269,245,http://pbs.twimg.com/media/ElzV42YU8AAZcTI.jpg,https://t.co/2atlt1WH6w
1043,1323166305852170240,"Day 1 of #30DayMapChallenge :  Points!
Dot density by state of US Casualties during WWII. Every point = 20 deaths. 
I was excited to try out the Project Linework “geomotional” US layer made by @pinakographos . https://t.co/bVBmZDEBgM",en,2020-11-02 07:33:25,1,3,"[{'text': '30DayMapChallenge', 'indices': [9, 27]}]",133541065,Eric Goodwin,mr_ericgoodwin,"Center of Tennessee, Tennessee",381,585,http://pbs.twimg.com/media/ElzUvaMVcAIO3BZ.jpg,https://t.co/bVBmZDEBgM
1048,1323160540839997442,"Day 1 of #30DayMapChallenge : Points 

Bike Share Stations in San Francisco https://t.co/KjR0JVzArC",en,2020-11-02 07:10:30,3,25,"[{'text': '30DayMapChallenge', 'indices': [9, 27]}]",1015132306330308610,Kuhu Gupta,thekuhugupta,"Sunnyvale, CA",123,868,http://pbs.twimg.com/media/ElzOttNVkAAgnUb.jpg,https://t.co/KjR0JVzArC
1054,1323149834614935552,"#30DayMapChallenge @GIS_Carleton @ArcGISOnline

Day 1 (points): All of the places I can't visit, dine, shop, meet, hangout, etc. in Ottawa, due to COVID.😢 https://t.co/W7lyhnXDAc",en,2020-11-02 06:27:58,1,4,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",910889225448439808,Dennis Kao,professorkao,,106,208,http://pbs.twimg.com/media/ElzExnGWoAEo7X2.jpg,https://t.co/W7lyhnXDAc
1055,1323149306719711233,"Day 1: #30DayMapChallenge - Points

Montana's Commercial Apiaries (beehive clusters) Categorized by Nearest Agriculture Land Use

Data Sources: Montana Department of Agriculture @MTAgriculture , Montana State Library @MTStateLibrary , Montana Department of Revenue @MTRevenue https://t.co/BPjLoUmoUm",en,2020-11-02 06:25:52,3,7,"[{'text': '30DayMapChallenge', 'indices': [7, 25]}]",2388248707,Matt,MattHaul1,"Montana, USA",10,129,http://pbs.twimg.com/media/ElzCBclVoAAqb3E.jpg,https://t.co/BPjLoUmoUm
1057,1323148099829706752,"#30DayMapChallenge Day 1 - Points. The election on Tuesday is super important. In Oregon, *everyone* votes by mail and has done so for over two decades. Here's a map of the ballot drop box locations in Oregon (it's too late to send it in the mail!) #vote #VoteBidenHarris https://t.co/WbihbqP7NX",en,2020-11-02 06:21:04,2,5,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'vote', 'indices': [249, 254]}, {'text': 'VoteBidenHarris', 'indices': [255, 271]}]",339356740,Anna Ballasiotes,annaballasiotes,"Corvallis, OR",447,943,http://pbs.twimg.com/media/ElzDwsHUYAEh0G8.jpg,https://t.co/WbihbqP7NX
1063,1323139800573104128,"#30DayMapChallenge
Day 1: Points

A pixel map of all the locations mentioned in Tom Waits' songs. https://t.co/flYoYy12OO",en,2020-11-02 05:48:05,3,10,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",30791287,Mia Polovina,MiaDP,"London, UK",156,526,http://pbs.twimg.com/media/Ely8ohyWMAAOP_a.jpg,https://t.co/flYoYy12OO
1069,1323136705835134976,"For day 1 of the #30DayMapChallenge (points), I started with mapping San Diego County #transit stops. I began learning #QGIS to kick off the challenge! I'm excited to see all the creative and informative #maps this month and to learn new mapping programs! #GIS #Geospatial https://t.co/0sIkKcyxCR",en,2020-11-02 05:35:48,3,12,"[{'text': '30DayMapChallenge', 'indices': [17, 35]}, {'text': 'transit', 'indices': [86, 94]}, {'text': 'QGIS', 'indices': [119, 124]}, {'text': 'maps', 'indices': [204, 209]}, {'text': 'GIS', 'indices': [256, 260]}, {'text': 'Geospatial', 'indices': [261, 272]}]",1311526141983772673,Rachel Finerman,RFinerman,,23,68,http://pbs.twimg.com/media/Ely5joxUYAAnZhW.jpg,https://t.co/0sIkKcyxCR
1071,1323134195925807110,"#30DayMapChallenge Day 1: points
2020 Gulf of Alaska Expedition: trip log and trawl survey points for the 30 day salmon research expedition in the north-east Pacific. Inspired the the Firefly style from @John_M_Nelson. White points are big salmon catches. https://t.co/HYDIjzzXPx",en,2020-11-02 05:25:49,1,6,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",1193324083376619520,Courtney Edwards,courtney_geo,British Columbia coast,4,29,http://pbs.twimg.com/media/Ely1djiU8AEEefK.jpg,https://t.co/HYDIjzzXPx
1080,1323121162457473024,Day 1 of #30DayMapChallenge Points https://t.co/eEocgWbDNz,en,2020-11-02 04:34:02,0,0,"[{'text': '30DayMapChallenge', 'indices': [9, 27]}]",1322740260422385665,Anat Zohar,AnatZohar4,,1,6,http://pbs.twimg.com/media/Elyrm4PVgAA_umC.jpg,https://t.co/eEocgWbDNz
1085,1323115992000520192,"Tried to do this last year mostly exploring Los Angeles open data. Starting it off with 311 data from https://t.co/IlV4fbO5X2 showing calls reporting ""homeless encampments"":

Day 1 - Points - #30DayMapChallenge https://t.co/dMfz2zII6t",en,2020-11-02 04:13:29,2,6,"[{'text': '30DayMapChallenge', 'indices': [192, 210]}]",1513661708,Andy Rutkowski,andy_rutkowski,,550,1388,http://pbs.twimg.com/media/ElymvLTVMAA7z12.jpg,https://t.co/IlV4fbO5X2
1087,1323112540172394496,My shot at the #30DayMapChallenge Day 1 (points) using #RStats: Elevation of the US Interstate System using #USGS data https://t.co/DwbXvcqbBx,en,2020-11-02 03:59:46,3,5,"[{'text': '30DayMapChallenge', 'indices': [15, 33]}, {'text': 'RStats', 'indices': [55, 62]}, {'text': 'USGS', 'indices': [108, 113]}]",840369042632396800,newishtodc,cstats1,"Washington, DC",36,47,http://pbs.twimg.com/media/ElyjpJ7WoAAeT0D.jpg,https://t.co/DwbXvcqbBx
1092,1323106406627770371,"#30DayMapChallenge Day 1 theme is ""Points"" https://t.co/1ei3cyWG3b",en,2020-11-02 03:35:24,1,21,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",1169454493,Micah Blake McCurdy,IneffectiveMath,"Halifax, Nova Scotia",32500,1711,http://pbs.twimg.com/media/ElyeP9SW0AAEXe5.png,https://t.co/1ei3cyWG3b
1093,1323106244144500736,"Day 1 of #30DayMapChallenge - Points

Age of Singapore's Housing Development Board properties

Link to interactive: https://t.co/riUBbO66lA
(v2 of viz i created 4 months ago)

#BuiltWithMapbox https://t.co/mYZToxXGNl",en,2020-11-02 03:34:45,2,10,"[{'text': '30DayMapChallenge', 'indices': [9, 27]}, {'text': 'BuiltWithMapbox', 'indices': [176, 192]}]",230677112,diana,notforcasual,Singapore,60,225,http://pbs.twimg.com/media/Elyag9nUYAAyKTJ.jpg,https://t.co/riUBbO66lA
1095,1323105652856836096,"Going to do the #30DayMapChallenge with only baseball data... Should be fun. 
Here's day 1 (Points). 

#Phillies Citizens Bank Park LIDAR point data. 3.5 million data points. https://t.co/rZ2gtbJmI4",en,2020-11-02 03:32:24,4,95,"[{'text': '30DayMapChallenge', 'indices': [16, 34]}, {'text': 'Phillies', 'indices': [103, 112]}]",14344140,Daren Willman,darenw,"Houston, TX",80331,759,http://pbs.twimg.com/media/Elyc4d4XUAEs09h.jpg,https://t.co/rZ2gtbJmI4
1096,1323105494106578947,"Excited for the #30DayMapChallenge. 
Day 1 theme: Points 
Had to start with Indian Railways Stations

This map illustrates the network created by IR.

PS: So many people forget to add the GoI copyright in their maps. It's a legal offense not to attribute. https://t.co/VzZLgeqwHU",en,2020-11-02 03:31:46,2,9,"[{'text': '30DayMapChallenge', 'indices': [16, 34]}]",128804246,Amish Sarpotdar,brunmuska,"Manchester, England",343,938,http://pbs.twimg.com/media/ElycxfTXYAADIRZ.jpg,https://t.co/VzZLgeqwHU
1103,1323097388647632897,"Day 1 of the #30DayMapChallenge with @OmniSci: Points

June 2017 NYC Bus Point Density Map

This dataset is from the NYC MTA buses data stream service. In roughly 10 minute increments the bus location, route, bus stop and more.

Source Data
https://t.co/iCbs8Bbo8f https://t.co/6Z6MPd40xh",en,2020-11-02 02:59:34,1,6,"[{'text': '30DayMapChallenge', 'indices': [13, 31]}]",623327023,Anton1o,AFCotroneo,,186,1301,http://pbs.twimg.com/media/ElyWCwsW0AANSZE.jpg,https://t.co/iCbs8Bbo8f
1104,1323096309583273985,"My Google Location History: 2014-2020. 🗺️🗾#30DayMapChallenge Day 1 Theme - Points. Data cleaned using GeoPandas, styled with ArcGIS Pro. https://t.co/GsGjevMTVA",en,2020-11-02 02:55:16,1,1,"[{'text': '30DayMapChallenge', 'indices': [42, 60]}]",1280182018656088064,Brendan Cullen,cullen_carto,,18,113,http://pbs.twimg.com/media/ElyUafCX0AEOuK6.jpg,https://t.co/GsGjevMTVA
1110,1323091577804345349,"For day 1 (points!) of the #30DayMapChallenge I made a map of @NYCHousing's housing litigations against privately owned buildings broken down by year.

😅 not sure I fully understand the data rn, but glad to get back into some web mapping!

https://t.co/DZ0AHV1aKk https://t.co/olcoqNGv7e",en,2020-11-02 02:36:28,1,9,"[{'text': '30DayMapChallenge', 'indices': [27, 45]}]",964654430,Wenfei Xu,iamwfx,"New York, NY",631,472,http://pbs.twimg.com/media/ElyQr4LW0AAOoCv.jpg,https://t.co/DZ0AHV1aKk
1111,1323090719553191936,"Day 1: Points
Historical Significant Volcanic Eruption Locations categorized by number of fatalities. Data from Homeland Infrastructure Foundation-Level Data (HIFLD).
#30DayMapChallenge https://t.co/8PCwmQOlCw",en,2020-11-02 02:33:04,0,0,"[{'text': '30DayMapChallenge', 'indices': [167, 185]}]",918661859489779712,Bobbi Johnson,bobbij_gis,,1,43,http://pbs.twimg.com/media/ElyPqjWVkAUx3ys.jpg,https://t.co/8PCwmQOlCw
1112,1323090234897321985,"#30DayMapChallenge 

Day 1 Points:

Aerodromes in Honduras for a drone no-fly web map and finally doing some real learning on webmaps and leafletjs https://t.co/dFYrQmTmpl",en,2020-11-02 02:31:08,1,3,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",602294312,Antonio Locandro,antoniolocandro,Honduras,537,726,http://pbs.twimg.com/media/ElyPYSkXUAIDs7r.jpg,https://t.co/dFYrQmTmpl
1113,1323088893516910592,"#30DayMapChallenge Day 1: Points

US Public School locations for school year 2018-2019. Note these are the locations of traditional elementary, middle, and high schools only. 

Data Source: NCES EDGE (https://t.co/RBa7FS4yy4) 

#ArcGIS https://t.co/uYvXHKb1mY",en,2020-11-02 02:25:48,1,4,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'ArcGIS', 'indices': [228, 235]}]",104213130,R.Richard,rorich,"Atlanta, GA",253,1313,http://pbs.twimg.com/media/ElyOEmIXUAAi4_X.jpg,https://t.co/RBa7FS4yy4)
1116,1323087071548944387,Llego 🏃‍♂️ al #30DayMapChallenge  Day 1: Points con un mapa sobre la ubicación de las personas con lengua nativa originaria en Lima y Callao https://t.co/I6UNoGYVOx,es,2020-11-02 02:18:34,22,60,"[{'text': '30DayMapChallenge', 'indices': [14, 32]}]",43331985,Gonzalo Talavera Forlin,gonzalotalavera,"Lima, Perú",1503,837,http://pbs.twimg.com/media/ElyMGZFWkAA7Fx2.jpg,https://t.co/I6UNoGYVOx
1117,1323086081642897408,"Day 1: points

I blew up the Vermont state boundary, perturbed the nodes a bit, and gave them random sizes. Presto! A frothy bubble-border! Approximately as porous as the real one! 

https://t.co/AgdPW698Qv

#30DayMapChallenge https://t.co/f4N9mF536S",en,2020-11-02 02:14:38,1,8,"[{'text': '30DayMapChallenge', 'indices': [208, 226]}]",278873782,Map/,vtcraghead,"Burlington, VT",3642,857,http://pbs.twimg.com/media/ElyLaA-X0AEc95d.jpg,https://t.co/AgdPW698Qv
