tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count
1460132959743135746,"For #MapWithoutAComputer I took some time, nails and string to work on this map of Hamburg light rail lines. Its halftime but the #30DayMapChallenge is still going strong! https://t.co/EYMc8kFbOz",70192766,2021-11-15 06:30:00+00:00,en,11,0,107,1,Twitter Web App,3_1456284334479101953,https://pbs.twimg.com/media/FDXC4vCX0AE7ena.jpg,photo, ,Achim Tack,A_Tack,False,1812,1261
1460132111634116609,#30DayMapChallenge 15: without computer. Istanbul et Marseille les 2 principales stations balnéaires de Saint Étienne https://t.co/GLC1511tSz,1189967197730430977,2021-11-15 06:26:38+00:00,fr,1,0,8,0,Twitter for Android,3_1460132108781953027,https://pbs.twimg.com/media/FENuarUXIAMKp-M.jpg,photo, ,Julien Dupont Kobri,Kartokobri,False,877,387
1460130774443823107,"We Need Speakers!

The next #QGISOpenDay is on 26 November 2021. 

There are plugin sessions in the mix but it would be great to showcase some of the fantastic maps from the #30DayMapChallenge 

Event wiki here: https://t.co/DpD1siFA5H or contact @amzenviro  for information. https://t.co/RuRak8NHSU",271327412,2021-11-15 06:21:19+00:00,en,17,1,46,3,TweetDeck,3_1460129883221377028,https://pbs.twimg.com/media/FENsZIdXwAQnH3O.jpg,photo, ,QGIS,qgis,True,53819,75
1460130453357219847,"Day 15 - Map made without using a computer
So I decided to part of the Cub Scout local knowledge badge...drawing a map of your local area when I was a cub.
#30DayMapChallenge https://t.co/QomfaDdb5h",1694963077,2021-11-15 06:20:02+00:00,en,1,0,1,0,Twitter Web App,3_1460130328845107204,https://pbs.twimg.com/media/FENszEiWQAQCUYw.jpg,photo, ,Marcus Humphrey,92MBH,False,93,126
1460130067632246786,"#30DayMapChallenge - Day 15 - Map made without using a computer

South Americake - the fish are not in the correct scale (nothing is, actually 😀)

No code today, map is only partly reproducible. https://t.co/KIpqMRrQM4",733390000809730049,2021-11-15 06:18:30+00:00,en,3,0,38,0,Twitter Web App,3_1460129122299088897,https://pbs.twimg.com/media/FENrs1zXEAE6no6.jpg,photo, ,Richard Vogg,richard_vogg,False,338,342
1460129577012011010,#30DayMapChallenge 15 me laisse pas mal de possibilités. Voici la dernière. Avez-vous reconnu cette ville ? 🗺🖍 https://t.co/3HM3baQzqk,494171107,2021-11-15 06:16:33+00:00,fr,3,7,18,0,Twitter for Android,3_1460129573241245696,https://pbs.twimg.com/media/FENsHFsWUAA7_mI.jpg,photo, ,Rémi Guédon,RGuedonHG,False,476,263
1460125990286356481,"Been wanting to participate in #30DayMapChallenge in November again, but just have been little too busy.  Day 14 challenge was actually a Map with a new tool!  So decided to create building footprint of Downtown #Vancouver using data from @VanOpenData &amp; using #Blender GIS Addon https://t.co/KZ27eK6kvG",799835587104514048,2021-11-15 06:02:18+00:00,en,5,0,11,0,Twitter Web App,3_1460125128516276228,https://pbs.twimg.com/media/FENoEXzVkAQLPV4.jpg,photo, ,Chisato,chisatini,False,273,624
1460125808203374592,"Since my wife said it's cheating to use my phone (and then add filters), 
I had to make another map last night.

So this is my neighborhood, a small part of it (until I got bored), in (pretty much) the same colors like Golbat.
#30DayMapChallenge #30DaysOfPokemon https://t.co/luFTHTuA4F",1174353681946484739,2021-11-15 06:01:35+00:00,en,0,0,3,0,Twitter Web App,3_1460125567429267459,https://pbs.twimg.com/media/FENod64WUAMbzpe.png,photo, ,Dror Bogin,bogind2,False,161,291
1460125802822090758,"Day 15 of the #30DayMapChallenge - Map made without using a computer

Cheating a bit, but just a screenshot of the Pokemon Green Leaf map with Golbat filters

#30DaysOfPokemon Color Palette - Golbat

More on this map and more maps  - https://t.co/Dkle8cGPmc
#30ימימיפוי https://t.co/33W4BVdPOg",1174353681946484739,2021-11-15 06:01:33+00:00,en,0,1,1,0,Twitter Web App,3_1460125797621108737,https://pbs.twimg.com/media/FENorUaXEAE3veQ.jpg,photo, ,Dror Bogin,bogind2,False,161,291
1460125553709785099,Today we present to you a woollen Finland - a map made without a computer. 🤯 Elevation zones have been visualized in pretty standard colours using needle felting and wet felting. This map was made by @SMultimaki. Based on datasets by @Maanmittaus. #30DayMapChallenge https://t.co/Jg85FIo1ib,973813309811187713,2021-11-15 06:00:34+00:00,en,8,0,79,2,Buffer,3_1460125548273930241,https://pbs.twimg.com/media/FENoczhXEAEcvAN.jpg,photo, ,Gispo,gispofinland,False,993,298
